za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1;V2;V3;V4;V5;V6;V7_1;V7_2;V7_3;V7_4;V7_5;V7_6;V7_7;V7_8;V10_1;V10_2;V10_3;V10_4;V10_5;V12_1;V12_2;V12_3;V12_4;V12_5;V12_6
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31289193;,250398;2015/05/12;100000 bis 500000;Mecklenburg-Vorpommern;Ost;w;59;Mittlerer Bildungsabschl;ja;eine Person;eine Person;SPD;ja;500 bis unter 1000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31389489;,584958;2015/05/12;5000 bis 20000;Mecklenburg-Vorpommern;Ost;m;73;Studium;nein;zwei;zwei;SPD;ja;1500 bis unter 2000;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31414270;,140107;2015/05/12;20000 bis 50000;Mecklenburg-Vorpommern;Ost;w;34;Studium;ja;drei;zwei;CDU/CSU;ja;3500 bis unter 4000;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31465009;1,339406;2015/05/12;100000 bis 500000;Mecklenburg-Vorpommern;Ost;w;58;Mittlerer Bildungsabschl;nein;zwei;zwei;weiß nicht, keine Angabe;ja;1000 bis unter 1500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31468257;,238533;2015/05/12;100000 bis 500000;Mecklenburg-Vorpommern;Ost;m;50;Studium;ja;zwei;zwei;Die Linke;ja;4000 bis unter 5000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31504541;,194975;2015/05/12;20000 bis 50000;Mecklenburg-Vorpommern;Ost;w;54;Studium;ja;zwei;eine Person;CDU/CSU;ja;1500 bis unter 2000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31591628;,271857;2015/05/12;20000 bis 50000;Mecklenburg-Vorpommern;Ost;w;68;Studium;nein;zwei;zwei;Die Linke;ja;2000 bis unter 2500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;ja;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;habe gemacht;habe gemacht;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31626672;,83418;2015/05/12;50000 bis 100000;Mecklenburg-Vorpommern;Ost;m;49;Mittlerer Bildungsabschl;ja;eine Person;eine Person;CDU/CSU;ja;2000 bis unter 2500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;sehr gut;ja;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31657790;,386095;2015/05/12;50000 bis 100000;Mecklenburg-Vorpommern;Ost;w;16;Schüler;nein;vier;vier; ;ja;3000 bis unter 3500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;31820335;,145621;2015/05/12;2000 bis 5000;Mecklenburg-Vorpommern;Ost;w;50;Studium;ja;drei;drei;CDU/CSU;ja;5000 Euro und mehr;Festnetz;mehr;mehr tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32114511;1,075351;2015/05/12;100000 bis 500000;Sachsen;Ost;w;35;Mittlerer Bildungsabschl;ja;drei;zwei;CDU/CSU;ja;1500 bis unter 2000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32289385;,414391;2015/05/12;100000 bis 500000;Sachsen;Ost;w;73;Mittlerer Bildungsabschl;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;500 bis unter 1000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32306353;,340802;2015/05/12;100000 bis 500000;Sachsen;Ost;w;51;Mittlerer Bildungsabschl;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;500 bis unter 1000;Festnetz;weiß nicht, keine Angabe;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32389542;,580844;2015/05/12;100000 bis 500000;Sachsen;Ost;m;69;Mittlerer Bildungsabschl;nein;zwei;zwei;SPD;ja;1500 bis unter 2000;Festnetz;mehr;weniger tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32393730;,452615;2015/05/12;100000 bis 500000;Sachsen;Ost;w;61;Mittlerer Bildungsabschl;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;1500 bis unter 2000;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht, keine Angabe;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32526126;,161212;2015/05/12;500000 und mehr;Sachsen;Ost;m;93;Studium;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;1000 bis unter 1500;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;weiß nicht, keine Angabe
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32534975;3,064469;2015/05/12;500000 und mehr;Sachsen;Ost;w;16;Schüler;nein;drei;drei; ;nein;keine Angabe;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32537043;,366157;2015/05/12;500000 und mehr;Sachsen;Ost;m;72;Studium;nein;zwei;zwei;AfD;ja;2000 bis unter 2500;Festnetz;mehr;weniger tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;ja;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32538071;,147808;2015/05/12;500000 und mehr;Sachsen;Ost;m;75;Studium;nein;zwei;zwei;SPD;ja;3000 bis unter 3500;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32611588;,495999;2015/05/12;2000 bis 5000;Sachsen;Ost;w;67;Studium;nein;zwei;zwei;SPD;ja;2500 bis unter 3000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32719057;1,10429;2015/05/12;bis 2000;Sachsen;Ost;w;82;Volks-, Hauptschule;nein;eine Person;eine Person;SPD;ja;1000 bis unter 1500;Festnetz;weiß nicht, keine Angabe;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;weiß nicht, keine Angabe;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32740356;,582136;2015/05/12;5000 bis 20000;Sachsen;Ost;w;52;Mittlerer Bildungsabschl;nein;drei;drei;weiß nicht, keine Angabe;ja;2500 bis unter 3000;Festnetz;mehr;weniger tun;weiß nicht, keine Angabe;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32836315;2,237967;2015/05/12;20000 bis 50000;Sachsen;Ost;m;44;Studium;ja;drei;zwei;weiß nicht, keine Angabe;ja;5000 Euro und mehr;Festnetz;mehr;weniger tun;weiß nicht, keine Angabe;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;weiß nicht, keine Angabe;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;habe gemacht;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32915824;1,340679;2015/05/12;5000 bis 20000;Sachsen;Ost;w;62;Volks-, Hauptschule;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;1500 bis unter 2000;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32924082;,423925;2015/05/12;5000 bis 20000;Sachsen;Ost;m;71;Mittlerer Bildungsabschl;nein;eine Person;eine Person;Die Linke;ja;1500 bis unter 2000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;32937359;1,31179;2015/05/12;500000 und mehr;Sachsen;Ost;w;70;Volks-, Hauptschule;nein;zwei;zwei;CDU/CSU;ja;2500 bis unter 3000;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;habe gemacht;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33007271;,365293;2015/05/12;500000 und mehr;Sachsen;Ost;w;35;Studium;ja;eine Person;eine Person;Bündnis `90, Die Grünen;ja;2000 bis unter 2500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33121584;2,16191;2015/05/12;500000 und mehr;Sachsen;Ost;w;46;Mittlerer Bildungsabschl;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;2000 bis unter 2500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33134622;,443814;2015/05/12;500000 und mehr;Sachsen;Ost;m;37;Studium;ja;vier;zwei;CDU/CSU;ja;keine Angabe;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33209939;,184345;2015/05/12;500000 und mehr;Sachsen;Ost;m;66;Studium;nein;zwei;zwei;Die Linke;ja;2000 bis unter 2500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33263924;,366157;2015/05/12;500000 und mehr;Sachsen;Ost;m;70;Studium;nein;zwei;zwei;Die Linke;ja;3500 bis unter 4000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;weiß nicht, keine Angabe;stimme eher zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33341356;,479012;2015/05/12;500000 und mehr;Sachsen;Ost;m;18;Abitur;nein;vier;vier;Bündnis `90, Die Grünen;ja;3500 bis unter 4000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;habe gemacht;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33441067;,91001;2015/05/12;100000 bis 500000;Sachsen-Anhalt;Ost;m;55;Mittlerer Bildungsabschl;nein;eine Person;eine Person;CDU/CSU;ja;1000 bis unter 1500;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;habe gemacht;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
