za_nr;version;doi;lfd;gewicht;q1;q2;q3;q4;q5;q6;q7;q8;q9;q9_00;q9_01;q9_02;q9_03;q9_04;q9_05;q9_06;q9_07;q9_99;q10;q11;q11_00;q11_01;q11_02;q11_03;q11_04;q11_05;q11_06;q11_07;q11_08;q11_09;q11_10;q11_12;q11_13;q11_14;q11_15;q11_16;q11_17;q11_18;q11_19;q11_20;q11_98;q11_99;q12a;q12b;q13;q14a;q14b;q14c;q14d;q14e;q14f;q14g;q14h;q15a;q15b;q15c;q15d;q15e;q16a;q16b;q16c;q16d;q16e;q17;q18;q19;q20;q21;q22;q23;q24;q25a;q25b;q25c;q25d;q25e;q26;q27a;q27b;q27c;q27d;q27e;q27f;q27g;q27aa;q27ab;q27ac;q27ad;q27ae;q27af;q27ag;q27ah;q27ai;q27ak;q28;q29m01;q29m02;q29m03;q30;q31;s1;s2;s3;s4;s4a;s4b;s5;s5a;s5b;s6;s7;s8;gkbik;gkpol;land
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1052;,912583615273965;wichtiges Thema;sich nicht wesentlich verändern;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... Familie/Verwandte;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;richtig;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;männlich;33;Mittlere Reife;ja;Facharbeiter(in), Meister(in), Polier(in);Filter;1;1;0;Ledig und allein lebend;von 2.500 bis unter 3.000 Euro;SPD;20000 bis unter 50000 Einwohner;2000 bis unter 5000 Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1053;,986877330272429;wichtiges Thema;sich nicht wesentlich verändern;schlecht;Ja;eine Person;In einem anderen Privathaushalt;Ja, Pflegestufe beantragt;weiß nicht;02,06,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... eine eigene Pflegekraft;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher zu;großes Vertrauen;großes Vertrauen;großes Vertrauen;kein Vertrauen;kein Vertrauen;weiß nicht;eher zufrieden;weiß nicht;eher unzufrieden;eher unzufrieden;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme eher zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme voll und ganz zu;nicht richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;obere Mittelschicht;weiblich;31;Studium;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;3;2;0;Ledig und in einer Partnerschaft lebend;von 1.500 bis unter 2.000 Euro;Bündnis '90 / Die Grünen;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;5000 bis unter 20000 Einwohner;Niedersachsen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1054;1,53475251426046;sehr wichtiges Thema;gewinnen;schlecht;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;02,06,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... einen (ambulanten) Pflegedienst;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;teils /teils;teils /teils;eher zufrieden;teils /teils;teils /teils;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;richtig;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;ja;Filter;Filter;Filter;eher zufrieden;Arbeiterschicht;weiblich;30;Mittlere Reife;nein (auch arbeitslos, Azubi);Filter;Hausfrau/ Hausmann;4;2;0;Verheiratet;von 1.000 bis unter 1.250 Euro;SPD;5000 bis unter 20000 Einwohner;5000 bis unter 20000 Einwohner;Hessen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1055;,806605445410561;sehr wichtiges Thema;gewinnen;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... Familie/Verwandte;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;großes Vertrauen;großes Vertrauen;weiß nicht;kein Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher schlechte Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;weder noch / weiß nicht;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;nicht richtig;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Arbeiterschicht;männlich;29;Mittlere Reife;ja;angelernte(r) Arbeiter(in);Filter;2;1;1;Ledig und allein lebend;von 1.500 bis unter 2.000 Euro;keine Partei / weiß nicht;20000 bis unter 50000 Einwohner;20000 bis unter 50000 Einwohner;Thüringen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1056;1,17936675168106;wichtiges Thema;sich nicht wesentlich verändern;weniger gut;Ja;eine Person;In einer Pflegeeinrichtung (auch Krankenhaus, Hospiz);Ja, Pflegestufe beantragt;weiß nicht;04,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;sehr gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... Familie/Verwandte;keine Angabe;stimme eher zu;keine Angabe;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;nicht so gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;richtig;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;weiß nicht/kein Urteil;Filter;Filter;Filter;eher zufrieden;Mittelschicht;männlich;44;Mittlere Reife;ja;Selbstständige(r);Filter;5;2;3;Verheiratet;von 2.500 bis unter 3.000 Euro;Alternative für Deutschland (AfD);2000 bis unter 5000 Einwohner;2000 bis unter 5000 Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1057;,818839738340101;wichtiges Thema;gewinnen;weiß nicht;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;weiß nicht;02,04,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... einen (ambulanten) Pflegedienst;weiß nicht;stimme voll und ganz zu;weiß nicht;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;weiß nicht;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;kein Vertrauen;keine Bewertung möglich;keine Bewertung möglich;teils /teils;teils /teils;keine Bewertung möglich;nicht so gut;kann ich nicht beurteilen/ weiß nicht;Nein, ist nicht gerecht;weiß nicht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;weiß nicht;stimme eher nicht zu;stimme eher zu;richtig;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;weiß nicht;weiß nicht;stimme eher zu;stimme voll und ganz zu;weiß nicht;stimme eher zu;stimme eher zu;weiß nicht;weiß nicht;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;nein;Filter;Filter;Filter;weiß nicht / kein Urteil;Mittelschicht;männlich;35;Abitur;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;2;2;0;Ledig und in einer Partnerschaft lebend;keine Angabe;Die Linke;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;5000 bis unter 20000 Einwohner;Baden-Württemberg
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1058;1,20523916368215;wichtiges Thema;gewinnen;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;kann ich nicht beurteilen/ weiß (noch) nicht;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;etwas Vertrauen;weiß nicht;großes Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;weiß nicht;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht/kein Urteil;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;männlich;49;Mittlere Reife;ja;höhere(r) Angestellte(r)/ Beamte(r);Filter;3;2;1;Verheiratet;von 3.000 bis unter 3.500 Euro;SPD;500000 und mehr Einwohner / Strukturtyp 2/3;20000 bis unter 50000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1059;,359381703923553;sehr wichtiges Thema;gewinnen;sehr gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... einen (ambulanten) Pflegedienst;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;großes Vertrauen;kein Vertrauen;kein Vertrauen;etwas Vertrauen;kein Vertrauen;Filter;Filter;Filter;Filter;Filter;sehr gut;kann ich nicht beurteilen/ weiß nicht;Ja, ist gerecht;keine Angabe;Gesetzlich krankenversichert (auch mitversichert);nein;nein;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;nicht richtig;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;weiß nicht/kein Urteil;Filter;Filter;Filter;sehr unzufrieden;Mittelschicht;weiblich;54;Studium;ja;höhere(r) Angestellte(r)/ Beamte(r);Filter;1;1;0;Ledig und in einer Partnerschaft lebend;keine Angabe;keine Partei / weiß nicht;50000 bis unter 100000 Einwohner / Strukturtyp 2/3;20000 bis unter 50000 Einwohner;Niedersachsen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1060;1,1358575524747;sehr wichtiges Thema;gewinnen;gut;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;weiß nicht;02,06,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... Familie/Verwandte;stimme überhaupt nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;teils /teils;teils /teils;nicht so gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;weiblich;21;Mittlere Reife;ja;Facharbeiter(in), Meister(in), Polier(in);Filter;2;2;0;Ledig und in einer Partnerschaft lebend;von 2.000 bis unter 2.500 Euro;Bündnis '90 / Die Grünen;500000 und mehr Einwohner / Strukturtyp 2/3;5000 bis unter 20000 Einwohner;Baden-Württemberg
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1061;,825817348918144;wichtiges Thema;gewinnen;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;kann ich nicht beurteilen/ weiß (noch) nicht;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;kein Vertrauen;etwas Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher schlechte Sache;Nein, ist nicht gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;richtig;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht/kein Urteil;Filter;Filter;Filter;sehr unzufrieden;Arbeiterschicht;männlich;22;Mittlere Reife;ja;höhere(r) Angestellte(r)/ Beamte(r);Filter;4;3;1;Verheiratet;keine Angabe;keine Partei / weiß nicht;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1062;1,29111750740679;sehr wichtiges Thema;gewinnen;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... einen (ambulanten) Pflegedienst;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;etwas Vertrauen;etwas Vertrauen;großes Vertrauen;kein Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;nicht so gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;eher unzufrieden;obere Mittelschicht;weiblich;58;Mittlere Reife;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;3;3;0;Verheiratet;4.000 Euro und mehr;CDU/CSU;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;20000 bis unter 50000 Einwohner;Rheinland-Pfalz
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;1063;,849681800392373;sehr wichtiges Thema;sich nicht wesentlich verändern;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... Familie/Verwandte;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;großes Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher schlechte Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;ja;Filter;Filter;Filter;sehr unzufrieden;Mittelschicht;männlich;63;Mittlere Reife;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;2;2;0;Verheiratet;von 2.000 bis unter 2.500 Euro;SPD;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Nordrhein-Westfalen
